Label,prompt
Words Against Morality: Volume 2,Video games taught me important lessons about ______.
Bad Campaign, The Presidential Party Game!,"Vote your conscious, vote for _________."
Kids Against Maturity,Wait 30 minutes to swim after ______.
Retail Product Pack,"Wait, I came here to buy socks. How did I wind up with ______?"
Kiwis Against Morality,"Waitangi day is about broadcasting ______, throwing ______, at, _______."
Kiwis Versus Morality,"Waitangi Day is about broadcasting ______, throwing obscenities at, ______."
Dirty Nasty Filthy,Wake me up with ____ Oh so good!
2012 Holiday Pack,"Wake up, America. Christmas is under attack by secular liberals and their ______."
Carbs of the Huge Manatee: Dance Expansion 1,Wanna dance? I've been taking _______________.
Disgruntled Decks: Air Force Edition,"Want a 'Promote Now'? Well, make sure you receive a bullet for ______."
Crabs Adjust Humidity: Volume 2,"WANTED: a clean, well-lit place for ______."
Cakes Athirst Hilarity Volume 1,War World II was the result of what?
CAH Base Set,War! What is it good for?
Cards Against/For South Africa,War! What is it good for?
Hilarious!,War! What is it good for?
Clones Attack Hilarity #2,Warning: Common side effects include _____ and _____.
Bad Campaign, The Presidential Party Game!,Washington D.C. needs to be cleaned up. Everywhere you look you see _________.
Kids Against Maturity,Watch me whip. Watch me ______.
Cards for the Masses,Watch out for ______. They will cut you.
Crows Adopt Vulgarity, Vol. 2,"Watching now as an adult, I realize all my favorite '80s cartoons have subtle references to ______."
Charlie Foxtrot,Waterboarding is _________.
Trumped UpCards: The World's Biggest Deck*,Waterboarding is foreplay. The real torture starts when Trump whips out ______.
Trumped UpCards: The World's Biggest Deck*,"Waterboarding? Too easy! When Trump's in charge, we'll smother POWs with towels soaked in ______."
Personally Incorrect - Expansion [Red Box],"We all know the phrase 'What happens in Vegas, Stays in Vegas' so why did 'Insert Name' bring home ______?"
Kids Against Maturity,We all live in a yellow ______.
2016 Election Game ,We are going to build a wall and make _________ pay for it.
Bad Campaign, The Presidential Party Game!,We are witnessing the relentless spread of _________.
Crows Adopt Vulgarity, Vol. 1,We broke up after I found his stash of ______.
WTF Did You Say?!?,We came home from church to find my dad ______.
Conspiracy Theory,"We can look forward, someday, to a kinder and gentler ______."
Evil Apples,We didn't learn about ______ in Sex Ed so I had to find out the hard way!
CAH: Green Box Expansion,We do not shake with our left hands in this country. That is the hand we use for ______.
Cards for the Masses,We don't negotiate with ______.
The Game Without Decency,We eased tensions with Russia by sending them ______.
Crabs Adjust Humidity: Volume 6,We found out what's causing your chest pain. We thinks it's a direct result of ______.
Rotten Apples: The Tasteless Adult Party Game,We go together like ______ and ______.
Kids Create Absurdity,We go together like apples and ______.
Rotten Apples: The Tasteless Adult Party Game,We have nothing to fear but _______.
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,"We have to pass the _________ Act, which is currently pending in Congress."
Bad Campaign, The Presidential Party Game!,We just can't afford _________ anymore.
Kids Against Maturity,We learned about ______ in school today.
Carbs of the Huge Manatee - Kink Expansion 1,We lucked out.  The cop who pulled us over didn't check and we had ______ in the trunk!
Bad Campaign, The Presidential Party Game!,We must teach our children to resolve their conflicts with _________.
The Catholic Card Game: Life Teen Expansion Pack,We need a podcast for ______.
KinderPerfect: More Expansion Pack,We need an Instagram hashtag to celebrate ______.
WTF Did You Say?!?,We need more ______ and fewer ______.
Crows Adopt Vulgarity, Vol. 3,We need to prioritize scientific research on ______.
CAH: Blue Box Expansion,"We never did find ______, but along the way we sure learned a lot about ______."
CAH: Fourth Expansion,"We never did find ______, but along the way we sure learned a lot about ______."
Kids Create Absurdity,We played baseball with ______.
Kids Against Maturity,"We ran out of toilet paper, so I had to use ______."
That's What She Said Game - Second Expansion,we realized this cocktail party was for swingers when the host said _______
Cakes Athirst Hilarity Volume 1,"We should stop war on ______, it has ruined more lives than saved."
Carps & Angsty Manatee - Volume 2,We tried to fix it but ______ is going to ruin the next generation.
Carbs of the Huge Manatee: General Expansion 2,We Use _______________ To Control The Unwitting Masses.
Cards Against Humanity Saves America Pack,"We want a pitcher, not ______!"
Carbs of the Huge Manatee - Kink Expansion 1,We were just making dinner and having some wine when we got distracted by ______.
KinderPerfect: A Timeout For Parents (Kickstarter Set),We were late at school today because of ______.
KinderPerfect (Commercial Set),We were late to school today because of ______.
Charlie Foxtrot,"We were losing the battle, until our reinforcements brought _________ to the battlefield."
KinderPerfect (Commercial Set),We were perfect parents until ______.
The Catholic Card Game: Base Deck,We were taught about ______ in Religious Ed as kids.
Mass Effect Pack,"We were the two best hand-to-hand combatants on the ship. I had reach, but she had ______."
Dirty Nasty Filthy,We will definitely have more fun if we bring ____ into bed with us.
Bad Campaign, The Presidential Party Game!,We will redirect the NSA to spy on _________.
Humanity Hates The Holidays,We wish you a Merry _________.
Conspiracy Theory,We'd all be safer if ______ would take their ______ and go home.
Bards Dispense Profanity,We'll be holding you in an isolation chamber until we can rule out ______ Syndrome.
Dick,We'll be loading you in an isolation chamber until we can rule out ______ Syndrome.
Not Parent Approved,We'll have _________ at my BFF's birthday party.
Dirty Nasty Filthy,"We'll start ____ (ing) in the ____, t.hen try ____ in the mouth"
Rotten Apples: The Tasteless Adult Party Game,We'll start with ______ and end with ______.
Dirty Nasty Filthy,We'll start with 69 but end with ____.
Fun in the Oven,We're ______!
Pride Pack,We're here! We're ______! Get used to it!
Bad Campaign, The Presidential Party Game!,"We're not building a bridge to the past, we're building a bridge to _________."
House of Cards Pack,"We're not like other news organizations. Here at Slugline, we welcome ______ in the office."
JadedAid: A Card Game to Save Humanitarians,We're not so much faith-based as ______-based.
Cards for the Masses,We've become a nation of ______.
Carbs of the Huge Manatee: General Expansion 1,We've secretly taken the coffee you usually drink and replaced it with ______.
Dirty Nasty Filthy,Wearing a ____ I'm going to ____ you.
WTF Did You Say?!?,Wearing a fedora is a sure sign someone is ______.
The Game Without Decency,Weird Al parodied ______ by singing about ______.
Cats Abiding Horribly: Episode III - The SJWs Strike Back,Weirdest thing I've ever seen in Central Park? A woman breastfeeding ______.
Evil Apples,Welcome to ______ World. Wear a fucking poncho.
Pigs Against Profanity: Volume 3,"Welcome to England, the home of ____________ and_________."
CAH: Red Box Expansion,"Welcome to Señor Frog's! Would you like to try our signature cocktail, “______ on the Beach'?"
Cads About Maternity - A game for bad mommies,Welcome your child into the world with ______.
Babies vs. Parents,Well crap. I guess ______ is now going to have to deliver the baby.
Cats Abiding Horribly: Episode II - A New Low,"Well hello, gorgeous, never seen you in here before. I'm ______. And what's your name?"
CAH: Green Box Expansion,"Well if ______ is a crime, then lock me up!"
CAH: Blue Box Expansion,"Well if ______ is good enough for ______, it's good enough for me."
CAH: Fifth Expansion,"Well if ______ is good enough for ______, it's good enough for me."
CAH Base Set,"Well if you'll excuse me, gentlemen, I have a date with ______."
Cards for the Masses,Well that sure went over like a ______.
CAH: Blue Box Expansion,"Well what do you have to say for yourself, Casey? This is the third time you've been sent to the principal's office for ______."
CAH: Fifth Expansion,"Well what do you have to say for yourself, Casey? This is the third time you've been sent to the principal's office for ______."
CAH: Green Box Expansion,"Well, shit. My eyes ain’t so good, but I’ll eat my own boot if that ain’t ______!"
Dick,"Well, shit. My spouse looked at my browser history and saw how much time I'd been spenidng on www.______.com"
Bards Dispense Profanity,"Well, you know what they say: big hands, ______."
CAH: Blue Box Expansion,Wes Anderson's new film tells the story of a precocious child coming to terms with ______.
CAH: Fourth Expansion,Wes Anderson's new film tells the story of a precocious child coming to terms with ______.
The Game Without Decency,Wes Anderson's new movie is a whimsical look at ______ starring ______.
Disgruntled Decks: Army Edition,"West Point Cadets are known for their tenacious veracity, superb physical fitness, and _______."
Dirty Nasty Filthy,Wet pussy! What is it good for? ____.
Dad Pack,"Whaddya think, money grows on trees? I'm not paying for ______!"
The Game Without Decency,What a weak of vacation! All I did was relax at the beach with a big pile of _______.
Kiwis Versus Morality,What actually sunk the Rainbow Warrior was ______.
Guards Against Insanity, Edition 3,What am I attracted to?
Cards Against Profanity,What am I famous for?
CAH Base Set,What am I giving up for Lent?
Crabs Adjust Humidity: Volume 6,What am I waiting for?
Clams Attempt Harmonica, Volume 1,What are 3 things you didn't learn in school?
Cakes Athirst Hilarity Volume 4,What are all the cool kids doing?
CAH: Green Box Expansion,What are all those whales singing about?
Bad Hombres Against Fake News Pack 1,What are Bad Hombres full of?
Bad Hombres Against Fake News Pack 1,What are Bad Hombres proud of?
Cakes Athirst Hilarity Volume 3,What are high school sex-ed classes using to stop the increasing trend of early pregnancies?
CAH Base Set,What are my parents hiding from me?
Cards Against/For South Africa,What are my parents hiding from me?
Hilarious!,What are my parents hiding from me?
Cakes Athirst Hilarity Volume 1,What are my relatives hiding from me?
CAH Base Set,What are school administrators using to curb rampant teenage pregnancy?
CAH: UK Conversion Kit,What are school administrators using to curb rampant teenage pregnancy?
Clams Attempt Harmonica, Volume 1,What are the 3 secrets for a long and happy marriage?
Words Against Morality: Volume 1,WHAT ARE THOSE?!?!?!
Reject Pack,What are two cards in your hand that you want to get rid of?
Depravity,What are you going to give your Mum for her birthday?
Cads About Maternity - A game for bad mommies,What are you most looking forward to after baby's here?
The Worst Card Game: 2016 National Edition,"What are you prying from my cold, dead hands?"
Charlie Foxtrot,What best describes the feeling of getting your DD214?
CAH Base Set,What broke up the original Wiggles?
Cards Against Profanity,What brought me and my spouse together?
Disgruntled Decks: Air Force Edition,What brought PT to a screeching halt?
CAH Base Set,What brought the orgy to a grinding halt?
CAH: First Expansion,What brought the orgy to a grinding halt?
CAH: Red Box Expansion,What brought the orgy to a grinding halt?
Cards Against/For South Africa,What brought the orgy to a grinding halt?
Hilarious!,What brought the orgy to a grinding halt?
Cakes Athirst Hilarity Volume 4,What came in the mail today?
Humanity Hates the Holidays "Love" Edition,What can ______ do for you?
Cads About Matrimony Poly Pack,What can the mother of the bride help with at the wedding?
Cads About Matrimony: Expansion 1,What can the mother of the bride help with at the wedding?
The Catholic Card Game: Base Deck,What Catholics are most known for to non-Catholics.
Hilarious!,What caused my last relationship to end?
Carps & Angsty Manatee - Volume 2,What caused the gangbang to get off to a slow start?
Cocks Abreast Hostility - Cock Pack Two: Fowls Deep,What caused the lap dance to take an unexpected turn?
Cats Abiding Horribly: Episode I - The Dirty Goblin,What caused those smelly stains in my underwear?
Disgruntled Decks: Marine Corps/Jarhead Edition,What caused you to lose ANOTHER meritorious board to a wook?
Depravity,What caused your last relationship to end?
Disgruntled Decks: Air Force Edition,What caused your wife's bitter tears at your last re-enlistment?
Humanity Hates the Holidays "Love" Edition,What Cinderella really asked of her Fairy Godmother is _______.
Depravity,What common interests do you share with your Dad?
Cards and Punishment Vol. One,What convinced me to stop believing in a higher power?
Cads About Maternity - A game for bad mommies,What cured your postpartum depression?
Bards Dispense Profanity,What defines my brand of feminism?
Evil Apples,What describes my "type"?
CAH Base Set,What did I bring back from Amsterdam?
CAH: UK Conversion Kit,What did I bring back from Amsterdam?
CAH Base Set,What did I bring back from Bali?
Cakes Athirst Hilarity Volume 1,What did I bring back from Cancun?
CAH Base Set,What did I bring back from Mexico?
The Catholic Card Game: Base Deck,What did I bring back from Rome?
Cards Against/For South Africa,What did i bring back from Zimbabwe?
Hilarious!,What did I bring back from Zimbabwe?
Cakes Athirst Hilarity Volume 2,What did I do that caused my parents to beat me as a child?
Cakes Athirst Hilarity Volume 3,What did I get my Mom for Mother's day?
World Wide Web Pack,What did I nickname my genitals?
Words Against Morality: Volume 2,What did I regrettably buy from a street vendor?
Voter's Choice: The First Expansion,What did I smuggle into Mexico?
Charlie Foxtrot,What did I try to sneak into Fort Leavenworth?
Words Against Morality: Volume 1,What did I used to sell to people door-to-door?
Guards Against Insanity, Edition 3,What did my boyfriend get me for my birthday?
Cards Against Profanity,What did Santa Claus bring you last year?
Humanity Hates The Holidays,What did Santa see when he stopped at OJ Simpson's house?
Carps & Angsty Manatee - Volume 1,What did South Carolina replace the Confederate Flag with on its buildings?
Cards Against/For South Africa,What did Suzelle DIY have for dinner?
Disgruntled Decks: Air Force Edition,What did the lifeguards find floating in the base gym's pool?
Cads About Matrimony,What did the rehearsal dinner taste like?
Cads About Matrimony Poly Pack,What did the rehearsal dinner taste like?
CAH Base Set,What did the US airdrop to the children of Afghanistan?
The Worst Card Game: 2016 National Edition,What did they find in Prince's vault?
Cols Against Kentucky 2,What did those dudes on the Kentucky State Seal just barter? ______ for ______.
CAH Base Set,What did Vin Diesel eat for dinner?
The Worst Card Game: Colorado Edition,What did you see the last time you were on Colfax?
Cads About Matrimony Poly Pack,What did you spend your dollar dance cash on?
Cads About Matrimony: Expansion 1,What did you spend your dollar dance cash on?
Cads About Maternity - A game for bad mommies,What did your doula bring to the birthing suite to calm you down?
Cads About Maternity - A game for bad mommies,What did your labor feel like?
Cads About Matrimony Poly Pack,What did your marriage counselor recommend?
Cads About Matrimony Poly Pack,What distracted you during wedding night sex?
Carbs of the Huge Manatee - Online Dating Expansion 1,What disturbed me most about the person who contacted me from Plenty of Fish?
Babies vs. Parents,What do babies smell like?
Bad Hombres Against Fake News Pack 1,What do Bad Hombres' real housewives like?
Humanity Hates Trump: Base Set,What do Hillary Clinton and Rosie O'Donnell have in common?
Evil Apples,What do I dream about at night?
Crabs Adjust Humidity: Volume 3,What do I have rotting away in a storage unit?
Crabs Adjust Humidity: Volume 3,What do I have rotting away in a storage unit?
Words Against Morality: Volume 2,What do I not want to find in my Hot Pocket.
Rotten Apples: The Tasteless Adult Party Game,What do I really believe in? ______.
Crows Adopt Vulgarity, Vol. 4,What do I remind my parents of?
Rotten Apples: The Tasteless Adult Party Game,What do I rub for good luck? ______.
Cakes Athirst Hilarity Volume 4,What do I scream before I ejaculate?
Rotten Apples: The Tasteless Adult Party Game,What do I search for on the internet? ______.
Crabs Adjust Humidity: Volume 6,What do I see in this inkblot? [inkblot graphic]
Rotten Apples: The Tasteless Adult Party Game,What do I want for my birthday? My birthday suit and ______.
Cows Against Hamburgers - Patty Pack #1,"What do Kim Jong-Un, Putin and Trump all have in common?"
Cows Grilling Hamburgers - Patty Pack #1,"What do Kim Jong-Un, Putin and Trump all have in common?"
Crows Adopt Vulgarity, Vol. 4,What do Mumbo's magic words mean?
CAH Base Set,What do old people smell like?
Carps & Angsty Manatee - Volume 1,What do porn directors masturbate to?
Disgruntled Decks: Navy Edition,What do Purple Shirts think about when they're standing around refueling birds?
Cards Against/For South Africa,What do South African dogs smell like?
Conspiracy Theory,What do the Illuminati use to influence your mind? ______
Cakes Athirst Hilarity Volume 1,What do they call American Cheese in Canada?
The Worst Card Game: 2016 National Edition,What do vaccines really prevent?
Charlie Foxtrot,What do warrant officers actually do?
Dick,What do we want?  ______!  When do we want it?  Now!
Crabs Adjust Humidity: Volume 1,What do we want?  ______!  When do we want it?  Now!
WTF Did You Say?!?,What do we want? ______. When do we want it? NOW!
Words Against Morality: Volume 1,What do you feel when bae friend-zones you?
Cards About Toronto,What do you get the person who has everything?
Kids Create Absurdity,What do you get when you mix a pig and a cow?
Depravity,What do you like to do with your best friend?
Depravity,What do you remember your Grandfather for?
Evil Apples,What do you see yourself doing 5 years from now?
Reject Pack,What do you see? [An image of a Rorschach inkblot]
Disgruntled Decks: Marine Corps/Jarhead Edition,What do you think Cpl Wassef Ali Hassoun is doing right now?
Depravity,What do you think your ex is doing right now?
Cards Against Profanity,What do you use to calm a screaming toddler?
Depravity,What do you want for Christmas?
Depravity,What do you want to achieve before you die?
Depravity,What do you want to achieve this year?
CAH Base Set,What does Dick Cheney prefer?
Carps & Angsty Manatee - Texas Edition,What does Elon Musk plan to send to the International Space Station from The Valley?
Cards About Toronto,What does everyone playing this game has in common?
Words Against Morality: Volume 1,What does Hulk Hogan scream whilst ejaculating?
Charlie Foxtrot,What does it mean to be an NCO?
Not Parent Approved Expansion Pack #2,What does Justin Timberlake need?
Cads About Matrimony Poly Pack,What does modern wedding etiquette suggest?
Cads About Matrimony: Expansion 1,What does modern wedding etiquette suggest?
Cocks Abreast Hostility - Cock Pack Two: Fowls Deep,What does my German pen pal write to me about?
Voter's Choice: The Second Expansion,What does Obama like on his chips?
Cards Against/For South Africa,What does Steve Hofmeyr prefer?
Hilarious!,What does Steve Hofmeyr prefer?
Conspiracy Theory,What does the CIA want you NOT to think about? ______
Disgruntled Decks: Marine Corps/Jarhead Edition,What does the Commandant of the Marine Corps daydream about during congressional hearings?
Kids Against Maturity,What does the fox say? ______.
Disgruntled Decks: Coast Guard/Coastie Edition,What does the Master Chief Petty Officer of the Coast Guard dream about most nights?
Trumped UpCards: Alternative Facts Expansion Pack,What does the Russians' kompromat on President Trump consist of?
Disgruntled Decks: Army Edition,What does the Sergeant Major of the Army dream about most nights?
Humanity Hates Trump: Expansion Pack 1,What does Trump do for fun?
Bad Campaign, The Presidential Party Game!,"What does Washington need? I always give the same answer, _________!"
Depravity,What does your Mother do to embarrass you?
CAH Base Set,What don't you want to find in your Chinese food?
Cards Against/For South Africa,What don't you want to find in your chinese food?
Hilarious!,What don't you want to find in your Chinese food?
CAH Base Set,What don't you want to find in your doner kebab?
CAH Base Set,What don't you want to find in your Kung Pao chicken?
CAH Base Set,What don't you want to find in your Mongolian beef?
Disgruntled Decks: Army Edition,What drove your commander to chug and gouge out his eyes with a Skilcraft® pen.
Disgruntled Decks: Air Force Edition,What earned your troop their latest Direct Safety Violation?
The Worst Card Game: Colorado Edition,What else can you buy used at Rocky's Autos?
KinderPerfect: Naughty Expansion Pack,What else could go wrong?
Trumped UpCards: The World's Biggest Deck*,What else should we ban until our representatives can figure out what is going on?
Disgruntled Decks: Air Force Edition,What embodies "Air Force stupid"?
CAH Base Set,What ended my last relationship?
Cards Against/For South Africa,What ended my last relationship?
2016 Election Game ,What evidence do you have that the Mexican government is sending criminals across the border?
Cards for the Masses,What exactly are you a doctor of?
Crabs Adjust Humidity: Volume 4,What exactly is up my ass?
Cakes Athirst Hilarity Volume 2,What explains me only being able to pee sitting down?
Disgruntled Decks: Coast Guard/Coastie Edition,What finally sank the Eagle?
Charlie Foxtrot,What funny lies did you tell Afghans when you were deployed?
Cards and Punishment Vol. One,What gave me the 24-hour runs?
Cakes Athirst Hilarity Volume 1,"What gave me unforgiving, ever lasting, flaming diarrhea?"
Humanity Hates The Holidays,What gave Santa diabetes?
Bad Hombres Against Fake News Pack 1,What gets Bad Hombres horny?
CAH Base Set,What gets better with age?
Cards Against/For South Africa,What gets better with age?
Hilarious!,What gets better with age?
Disgruntled Decks: Coast Guard/Coastie Edition,What gets chief hot and bothered?
Period Pack,What gets me wet?
Cards Against Profanity,What gets out of hand absurdlyfast?
Disgruntled Decks: Navy Edition,What gives Chief his awe-inspiring power?
CAH Base Set,What gives me uncontrollable gas?
Disgruntled Decks: Coast Guard/Coastie Edition,What gives the Commandant of the Coast Guard the willies?
Cards Against/For South Africa,What gives you uncontrollable gas?
Hilarious!,What gives you uncontrollable gas?
Carps & Angsty Manatee - Texas Edition,What got me kicked out of the Alamo Drafthouse?
Cows Against Hamburgers - Patty Pack #1,What happened to my bed sheets?
Cows Grilling Hamburgers - Patty Pack #1,What happened to my bed sheets?
Clones Attack Hilarity #2,"What happens in Vegas, stays in Vegas.  Except for _____."
Not Parent Approved Expansion Pack #2,What happens when you eat too much sugar?
CAH Base Set,What has been making life difficult at the nudist colony?
CAH: First Expansion,What has been making life difficult at the nudist colony?
CAH: Red Box Expansion,What has been making life difficult at the nudist colony?
Cards Against/For South Africa,What has been making life difficult at the nudist colony?
Hilarious!,What has been making life difficult at the nudist colony?
Hilarious!,What has been seen cannot be unssen! I just witnessed ___.
Absurd Box Expansion,What has my life become? I'm jerking off to a video called "co-ed absolutely destroyed by ______."
Evil Apples,What have I lied to each of you about?
Depravity,What have you done to deserve a promotion?
Trumped UpCards: Astonishlingly Excellent Wealthcare! Expansion Pack,What helped Japanese Prime Minister Shinzo Abe recover from the Mother of All Handshakes?
Carbs of the Huge Manatee - Online Dating Expansion 1,What helped me get my last girlfriend?
CAH Base Set,What helps Barack Obama unwind?
Cards Against/For South Africa,What helps Julius Malema unwind?
Hilarious!,What helps Julius Malema unwind?
Fun in the Oven,What helps mom go to sleep?
CAH Base Set,What helps Obama unwind?
Rotten Apples: The Tasteless Adult Party Game,What I did on my holiday? Lots and lots of ______.
Crabs Adjust Humidity: Volume 2,What I gotta give my Boo to get outta the doghouse?
Cards Against Profanity,What I would win the Nobel Peace Prize for.
Pigs Against Profanity: Volume 2,What I wouldn`t give for ten minutes alone with _________
Bards Dispense Profanity,"What if ______ is just, like, in your mind, you know?"
Dick,"What if ______ is just, like, in your mind, you know?"
Cards About Toronto,What inspired my mother to choose my first name?
Bad Hombres Against Fake News Pack 1,What is a Bad Hombre afraid of?
Babies vs. Parents,What is a parent's best friend?
Cads About Matrimony Poly Pack,What is a true best man always up for?
Cads About Matrimony: Expansion 1,What is a true best man always up for?
Bad Hombres Against Fake News Pack 1,What is always in the mind of a Bad Hombre?
Cards and Punishment Vol. Two,What is always worth spending the extra money for?
Dick,What is an absolute dealbreaker for me on a first date?
CAH Base Set,What is Batman's guilty pleasure?
Carps & Angsty Manatee - Texas Edition,What is better covered in salsa?
The Catholic Card Game: Base Deck,What is CS Lewis' next book about?
WTF Did You Say?!?,What is Daddy doing with the maid?
Disgruntled Decks: Air Force Edition,What is DARPA now training robots to do?
JadedAid: A Card Game to Save Humanitarians,What is DFID's secret weapon against USAID dominance?
Cocks Abreast Hostility - Cock Pack Two: Fowls Deep,What is Dick Cheney's alibi for the night Justice Scalia died?
Conspiracy Theory,What is Donald Trump's endgame?
Trumped UpCards: The World's Biggest Deck*,What is Donald Trump's Twitter password?
Depravity,What is essential for a successful relationship?
CAH Base Set,What is George W. Bush thinking about right now?
Cakes Athirst Hilarity Volume 1,What is George W. Bush's favorite past time?
Guards Against Insanity, Edition 2,What is God's biggest mistake?
Not Parent Approved Expansion Pack #1,What is Grandpa hiding from us?
Cakes Athirst Hilarity Volume 3,What is happening right now in North Korea?
Words Against Morality: Volume 2,What is Helen Keller surprisingly good at?
Crabs Adjust Humidity: Volume 7,What is Hillary's new hobby in retirement?
Kids Against Maturity,What is in Polly's pockets?
WTF Did You Say?!?,What is in your closet that you do not talk about?
KinderPerfect (Commercial Set),What is keeping mommy up at night?
Kiwis Versus Morality,What is keeping Winston Petes alive?
KinderPerfect (Commercial Set),What is making things awkward at the PTA meeting?
Cows Against Hamburgers - Patty Pack #1,What is missing from my sex life?
Cows Grilling Hamburgers - Patty Pack #1,What is missing from my sex life?
Cakes Athirst Hilarity Volume 1,What is my biggest turn off?
Voter's Choice: The Third Expansion,What is my darkest secret?
Voter's Choice: The Fourth Expansion,What is my dog really thinking about?
Cakes Athirst Hilarity Volume 2,What is my greatest skill?
Words Against Morality: Volume 1,What is my most treasured memory?
Evil Apples,What is my obsession?
KinderPerfect: Naughty Expansion Pack,What is my secret parental power?
Depravity,What is on your bucket list?
Hilarious!,What is Pravin Gordhan's guilty pleasure?
Cards Against/For South Africa,What is Pravin Gorhan's guilty pleasure?
Trumped UpCards: Alternative Facts Expansion Pack,What is President Trump's favorite new White House amenity?
Cows Grilling Hamburgers - Patty Pack #1,What is preventing my erection?
Humanity Hates The Holidays,What is Santa's favorite Holiday Tradition?
Cakes Athirst Hilarity Volume 1,What is Serena Williams's guilty pleasure?
Cards Against Profanity,What is something you cannot un-see?
The Catholic Card Game: Base Deck,What is talked about at the pub?
Cakes Athirst Hilarity Volume 3,What is that clawing noise from the basement?
Cakes Athirst Hilarity Volume 1,What is that noise from?
KinderPerfect (Commercial Set),What is that smell?
KinderPerfect: A Timeout For Parents (Kickstarter Set),What is that smell?
JadedAid: A Card Game to Save Humanitarians,What is the 18th Sustainable Development Goal?
Sci-Fi Pack,"What is the answer to life, the universe, and everything?"
Conspiracy Theory,What is the best thing in life?
Bad Hombres Against Fake News Pack 1,What is the biggest problem with Bad Hombres crossing the border?
Cards Against Profanity,What is the first item on my resume?
Disgruntled Decks: Marine Corps/Jarhead Edition,What is the greatest achievement of the Lance Corporal Underground?
Charlie Foxtrot,What is the greatest thing you have heard a drill instructor say?
Trumped UpCards: The World's Biggest Deck*,What is the heart and soul of the Republican party?
Crows Adopt Vulgarity, Vol. 4,What is the imminent threat to our nation's youth?
Disgruntled Decks: Air Force Edition,What is the key component of this administration's foreign policy?
Disgruntled Decks: Army Edition,What is the key component of this administration's foreign policy?
Cards Against Profanity,What is the key to happiness?
Cards Against/For South Africa,What is the latest tabloid's freak-of-the-week?
Disgruntled Decks: Navy Edition,What is the MCPON's most coveted pastime?
Cards and Punishment Vol. Two,What is the meaning of life?
Kids Against Maturity,What is the meaning of life?
Disgruntled Decks: Coast Guard/Coastie Edition,What is the new unofficial mascot of the Coast Guard?
Disgruntled Decks: Army Edition,What is the new unofficial mascot of the infantry?
Kids Create Absurdity,What is the one thing you don't want your parents to find in your backpack?
Depravity,What is the one thing you wouldn't want your family to find out about?
Cakes Athirst Hilarity Volume 1,What is the perfect aphrodisiac for triggering a threesome?
Trumped UpCards: The World's Biggest Deck*,What is the real reason Trump is running for president?
Cakes Athirst Hilarity Volume 2,What is the reason no one likes me?
Bad Hombres Against Fake News Pack 1,What is the reason to protect the Bad Hombres?
Disgruntled Decks: Army Edition,What is the SecDef thinking at the moment?
Disgruntled Decks: Navy Edition,What is the SECNAV fantasizing about right now?
Cards Against Profanity,What is the secret ingredient in barbecue sauce?
Cards Against Profanity,What is the secret to my heart?
Humanity Hates Trump: Expansion Pack 1,What is the secret to winning the hunger games?
Cocks Abreast Hostility: Cock Pack One: Just The Tip,What is the short version of why I'm not allowed to go back to Australia?
Humanity Hates The Holidays,What is the true meaning of Christmas?
Crabs Adjust Humidity: Volume 7,What is the White House press secretary trying to explain?
Cats Abiding Horribly: Episode II - A New Low,What is the world coming to when you can win an Oscar® just because you're ______?
Babies vs. Parents,What is the worst gift I've received?
Bards Dispense Profanity,What is this world coming to? I’ll tell you what it's coming to:
Trumped UpCards: Many Sides  Expansion Pack,What is Trump tweeting about right now?
Bad Hombres Against Fake News Pack 1,What is Trump's worst nightmare?
JadedAid: A Card Game to Save Humanitarians,What is USAID's guilty pleasure?
Depravity,What is your best friend good at?
Depravity,What is your earliest memory?
Depravity,What is your greatest achievement?
Depravity,What is your greatest fear?
Cads About Matrimony Poly Pack,What is your new in-laws' worst nightmare?
Potheads Against Sanity,What joint made me _______.
Disgruntled Decks: Air Force Edition,What just dropped out of the back of that C-130?
Cakes Athirst Hilarity Volume 2,What keeps me up at night?
Clones Attack Hilarity #2,What keeps me up at night?
2012 Holiday Pack,"What keeps me warm during the cold, cold winter?"
Cakes Athirst Hilarity Volume 3,"What keeps me warm during those long, bitterly cold, winter nights?"
CAH Base Set,What kept Margaret Thatcher busy in her waning years?
CAH: UK Conversion Kit,What kept Margaret Thatcher busy in her waning years?
Crows Adopt Vulgarity, Vol. 1,What killed Mister Rogers?
CAH: Blue Box Expansion,What killed my boner?
CAH: Fifth Expansion,What killed my boner?
Clams Attempt Harmonica, Volume 1,What killed the mood?
Cakes Athirst Hilarity Volume 1,What lead to me getting fired form my last job?
Cakes Athirst Hilarity Volume 1,What left this mark on my carpet?
CAH Base Set,What left this stain on my couch?
CAH: Red Box Expansion,What left this stain on my couch?
CAH: Third Expansion,What left this stain on my couch?
Crabs Adjust Humidity: Volume 3,What made me this way?
Evil Apples,What made my butt feel so weird?
CAH Base Set,What made my first kiss so awkward?
Disgruntled Decks: Coast Guard/Coastie Edition,What made Popeye's forearms so girthy?
Geek Pack,What made Spock cry?
PAX Prime 2013,What made Spock cry?
Cads About Matrimony Poly Pack,What made the whole wedding so awkward?
Cads About Matrimony: Expansion 1,What made the whole wedding so awkward?
Words Against Morality: Volume 2,What made things awkward during the orgy?
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,What made this the most dramatic rose ceremony ever?
Carps & Angsty Manatee - Volume 2,What made watching the movie with my parents awkward?
